BuildTree = 1,091000
FN : Point ID = 1, Mean = 0,0001200000022072345000000, var = 0,0000003055999949440357000
FN : Point ID = 49, Mean = 0,0009951020514934648000000, var = 0,0000205836484615460460000
FN : Point ID = 50, Mean = 0,0009752000104635953000000, var = 0,0000201913839629378470000
FN : Point ID = 51, Mean = 0,0009560784416309759000000, var = 0,0000198137561932011640000
FN : Point ID = 52, Mean = 0,0009376923177534571000000, var = 0,0000194499629473664700000
FN : Point ID = 53, Mean = 0,0009200000098713164000000, var = 0,0000190992594378275000000
FN : Point ID = 54, Mean = 0,0009522222327197798000000, var = 0,0000188803089566987200000
FN : Point ID = 55, Mean = 0,0009350909194062380000000, var = 0,0000185530586344166680000
FN : Point ID = 56, Mean = 0,0009183928672739837000000, var = 0,0000182370893879227350000
FN : Point ID = 57, Mean = 0,0009024561503125976000000, var = 0,0000179315369565862450000
FN : Point ID = 58, Mean = 0,0009503448383826441000000, var = 0,0000178433955842592020000
FN : Point ID = 59, Mean = 0,0009342372987490400000000, var = 0,0000175560134149450950000
FN : Point ID = 60, Mean = 0,0009693333444107944000000, var = 0,0000173930587368040600000
FN : Point ID = 61, Mean = 0,0010149180446369726000000, var = 0,0000173550225524505600000
FN : Point ID = 62, Mean = 0,0009985483987557310000000, var = 0,0000170914487175411030000
FN : Point ID = 63, Mean = 0,0009828571543385762000000, var = 0,0000168355783630134100000
FN : Point ID = 64, Mean = 0,0009675000113020360000000, var = 0,0000165873804871540070000
FN : Point ID = 65, Mean = 0,0009527692419046966000000, var = 0,0000163462300421151470000
FN : Point ID = 66, Mean = 0,0009842424358022540000000, var = 0,0000162279327787402940000
FN : Point ID = 67, Mean = 0,0009697015039316976000000, var = 0,0000159998275422076050000
FN : Point ID = 68, Mean = 0,0009554411876974080000000, var = 0,0000157781608541847630000
FN : Point ID = 69, Mean = 0,0009415942139626629000000, var = 0,0000155625300866479270000
FN : Point ID = 70, Mean = 0,0009281428680489106000000, var = 0,0000153526929990449440000
FN : Point ID = 71, Mean = 0,0009150704332876583000000, var = 0,0000151484200849182870000
FN : Point ID = 72, Mean = 0,0009023611217142186000000, var = 0,0000149494937501640870000
FN : Point ID = 73, Mean = 0,0008901369967657358000000, var = 0,0000147556006856152420000
FN : Point ID = 74, Mean = 0,0008782432535726175000000, var = 0,0000145666611224237880000
FN : Point ID = 75, Mean = 0,0008666666768646488000000, var = 0,0000143824882416375360000
FN : Point ID = 76, Mean = 0,0009000000104577722000000, var = 0,0000143344730459325270000
FN : Point ID = 77, Mean = 0,0008884415687696839000000, var = 0,0000141585930454125680000
FN : Point ID = 78, Mean = 0,0008771794973812902000000, var = 0,0000139869657822435880000
FN : Point ID = 79, Mean = 0,0008660759594397549000000, var = 0,0000138195320897377620000
FN : Point ID = 80, Mean = 0,0008851250104198698000000, var = 0,0000137229281294220320000
FN : Point ID = 81, Mean = 0,0008741975411554270000000, var = 0,0000135630620303881540000
FN : Point ID = 82, Mean = 0,0008636585467568849000000, var = 0,0000134067762692520020000
FN : Point ID = 83, Mean = 0,0008532530220971634000000, var = 0,0000132541273896900450000
FN : Point ID = 84, Mean = 0,0008430952480245781000000, var = 0,0000131049041299034510000
FN : Point ID = 85, Mean = 0,0008730588339351336000000, var = 0,0000130816500778282060000
FN : Point ID = 86, Mean = 0,0008629069870289112000000, var = 0,0000129382979672438100000
FN : Point ID = 87, Mean = 0,0008886207004570156000000, var = 0,0000128996630649227660000
FN : Point ID = 88, Mean = 0,0009335227380903565000000, var = 0,0000130641029509228270000
FN : Point ID = 89, Mean = 0,0009230337185612514000000, var = 0,0000129269969960166450000
FN : Point ID = 90, Mean = 0,0009443333443745764000000, var = 0,0000128594562426359650000
FN : Point ID = 91, Mean = 0,0009690110005724889000000, var = 0,0000128262919021515880000
FN : Point ID = 92, Mean = 0,0009584782723053966000000, var = 0,0000126969710770153180000
FN : Point ID = 93, Mean = 0,0009739785062985354000000, var = 0,0000126206126892037840000
FN : Point ID = 94, Mean = 0,0009867021394521988000000, var = 0,0000125412056356680860000
FN : Point ID = 95, Mean = 0,0009763158011421758000000, var = 0,0000124193332909804900000
FN : Point ID = 96, Mean = 0,0009661458448802781000000, var = 0,0000122997908968454910000
FN : Point ID = 97, Mean = 0,0009843299087957892000000, var = 0,0000122541869456327360000
FN : Point ID = 98, Mean = 0,0009742857260529750000000, var = 0,0000121389301255711300000
FN : Point ID = 99, Mean = 0,0009891919311691038000000, var = 0,0000120785695724621810000
FN : Point ID = 100, Mean = 0,0009793000118574128000000, var = 0,0000119674710334369500000
