BuildTree = 1,093000
FN : Point ID = 1, Mean = 0,0000800000037997961100000, var = 0,0000001936000183910130700
FN : Point ID = 2, Mean = 0,0000750000035623088500000, var = 0,0000001293750122899656000
FN : Point ID = 3, Mean = 0,0000833333372914542700000, var = 0,0000001163888999452396800
FN : Point ID = 4, Mean = 0,0000725000034435652200000, var = 0,0000000972437592376608700
FN : Point ID = 5, Mean = 0,0009980000036302955000000, var = 0,0000066179959374594440000
FN : Point ID = 6, Mean = 0,0008333333364377419000000, var = 0,0000056522221711278100000
FN : Point ID = 7, Mean = 0,0007142857169466359000000, var = 0,0000049297958752056580000
FN : Point ID = 8, Mean = 0,0006262500023876782000000, var = 0,0000043690609001877926000
FN : Point ID = 9, Mean = 0,0005566666687890473000000, var = 0,0000039223444115734550000
FN : Point ID = 10, Mean = 0,0011710000067250803000000, var = 0,0000083337590065178790000
FN : Point ID = 11, Mean = 0,0010645454606591639000000, var = 0,0000076894702551607180000
FN : Point ID = 12, Mean = 0,0009758333389375669000000, var = 0,0000071352493131745700000
FN : Point ID = 13, Mean = 0,0009015384667481368000000, var = 0,0000066533822563294030000
FN : Point ID = 14, Mean = 0,0008378571477286251000000, var = 0,0000062315668446126735000
FN : Point ID = 15, Mean = 0,0007820000045467168000000, var = 0,0000058598093411942595000
FN : Point ID = 16, Mean = 0,0010312500035797710000000, var = 0,0000072190234008406330000
FN : Point ID = 17, Mean = 0,0013400000033160562000000, var = 0,0000415467508797169160000
FN : Point ID = 18, Mean = 0,0012661111142693293000000, var = 0,0000393319607078360040000
FN : Point ID = 19, Mean = 0,0011994736872025227000000, var = 0,0000373417873530368300000
FN : Point ID = 20, Mean = 0,0011400000028661452000000, var = 0,0000355423982488746200000
FN : Point ID = 21, Mean = 0,0010857142884439478000000, var = 0,0000339088418699713100000
FN : Point ID = 22, Mean = 0,0010363636389692230000000, var = 0,0000324186760945582900000
FN : Point ID = 23, Mean = 0,0009913043503183870000000, var = 0,0000310538359071348400000
FN : Point ID = 24, Mean = 0,0009500000023884543000000, var = 0,0000297991652083013450000
FN : Point ID = 25, Mean = 0,0009120000022929162000000, var = 0,0000286418546001452100000
FN : Point ID = 26, Mean = 0,0010200000027767741000000, var = 0,0000326826754120215550000
FN : Point ID = 27, Mean = 0,0009822222248961527000000, var = 0,0000315093121253616100000
FN : Point ID = 28, Mean = 0,0010871428626705892000000, var = 0,0000308988333171378360000
FN : Point ID = 29, Mean = 0,0010496551777509138000000, var = 0,0000298727054487804580000
FN : Point ID = 30, Mean = 0,0011396666745810459000000, var = 0,0000293094919591308830000
FN : Point ID = 31, Mean = 0,0011032258141260114000000, var = 0,0000284041819207675700000
FN : Point ID = 32, Mean = 0,0010687500074345734000000, var = 0,0000275533972543998760000
FN : Point ID = 33, Mean = 0,0010990909176920964000000, var = 0,0000268419980290535300000
FN : Point ID = 34, Mean = 0,0011611764804419020000000, var = 0,0000263128445692341230000
FN : Point ID = 35, Mean = 0,0011294285810685583000000, var = 0,0000256001043147485560000
FN : Point ID = 36, Mean = 0,0010983333427187366000000, var = 0,0000249231072907129400000
FN : Point ID = 37, Mean = 0,0010686486577803924000000, var = 0,0000242812322950845620000
FN : Point ID = 38, Mean = 0,0010405263246809084000000, var = 0,0000236715145257479800000
FN : Point ID = 39, Mean = 0,0010661538558092733000000, var = 0,0000231745970675275700000
FN : Point ID = 40, Mean = 0,0010395000094140414000000, var = 0,0000226229388144185950000
FN : Point ID = 41, Mean = 0,0010141463506478452000000, var = 0,0000220968721394614400000
FN : Point ID = 42, Mean = 0,0009900000089657537000000, var = 0,0000215946610146230970000
FN : Point ID = 43, Mean = 0,0010165116375008987000000, var = 0,0000212087962653044260000
FN : Point ID = 44, Mean = 0,0010611363738743504000000, var = 0,0000208933069525317020000
FN : Point ID = 45, Mean = 0,0010377777877988088000000, var = 0,0000204532386784098160000
FN : Point ID = 46, Mean = 0,0010793478372658643000000, var = 0,0000201947900759199340000
FN : Point ID = 47, Mean = 0,0010565957556320155000000, var = 0,0000197891365616967100000
FN : Point ID = 48, Mean = 0,0010345833440563487000000, var = 0,0000193996365577085470000
FN : Point ID = 49, Mean = 0,0010759183787978348000000, var = 0,0000191615825893507220000
FN : Point ID = 50, Mean = 0,0010546000112313777000000, var = 0,0000188008181045724860000
FN : Point ID = 51, Mean = 0,0010341176580792913000000, var = 0,0000184533450695248930000
FN : Point ID = 52, Mean = 0,0010144230877407470000000, var = 0,0000181184451147269630000
FN : Point ID = 53, Mean = 0,0009952830294814874000000, var = 0,0000177956374349020340000
FN : Point ID = 54, Mean = 0,0010301851963891683000000, var = 0,0000176174215103707900000
FN : Point ID = 55, Mean = 0,0010114545564548197000000, var = 0,0000173160499467463630000
FN : Point ID = 56, Mean = 0,0009933928679466979000000, var = 0,0000170247771216732000000
FN : Point ID = 57, Mean = 0,0009759649228950015000000, var = 0,0000167431058843405700000
FN : Point ID = 58, Mean = 0,0010263793221835433000000, var = 0,0000167005104102785930000
FN : Point ID = 59, Mean = 0,0010091525540189912000000, var = 0,0000164348308778240000000
FN : Point ID = 60, Mean = 0,0010428333454571353000000, var = 0,0000162856647092745450000
FN : Point ID = 61, Mean = 0,0010862295213346293000000, var = 0,0000162538753678586450000
FN : Point ID = 62, Mean = 0,0010688709806756025000000, var = 0,0000160102562201290280000
FN : Point ID = 63, Mean = 0,0010519047746331328000000, var = 0,0000157739720021602650000
FN : Point ID = 64, Mean = 0,0010356250125369115000000, var = 0,0000155443553083366100000
FN : Point ID = 65, Mean = 0,0010196923200363436000000, var = 0,0000153214578247006900000
FN : Point ID = 66, Mean = 0,0010456060733519156000000, var = 0,0000151877680386597220000
FN : Point ID = 67, Mean = 0,0010300000125556183000000, var = 0,0000149771591764237480000
FN : Point ID = 68, Mean = 0,0010150000123779618000000, var = 0,0000147721274241934320000
FN : Point ID = 69, Mean = 0,0010002898672710348000000, var = 0,0000145727530300456940000
FN : Point ID = 70, Mean = 0,0009860000120243057000000, var = 0,0000143786606413457300000
FN : Point ID = 71, Mean = 0,0009721126879112874000000, var = 0,0000141896443382557400000
