BuildTree = 1,237000
FN : Point ID = 1, Mean = 0,0001100000017322599800000, var = 0,0000002978999941427257600
FN : Point ID = 58, Mean = 0,0009151724284185611000000, var = 0,0000140876316761082040000
FN : Point ID = 59, Mean = 0,0008996610313267210000000, var = 0,0000138628132573726000000
FN : Point ID = 60, Mean = 0,0009398333481901015000000, var = 0,0000137975464569725810000
FN : Point ID = 61, Mean = 0,0009877049332469336000000, var = 0,0000138501765198807870000
FN : Point ID = 62, Mean = 0,0009717742085171443000000, var = 0,0000136422676434265750000
FN : Point ID = 63, Mean = 0,0009563492210803642000000, var = 0,0000134404753872972270000
FN : Point ID = 64, Mean = 0,0009415625145084050000000, var = 0,0000132443973884349730000
FN : Point ID = 65, Mean = 0,0009270769373621218000000, var = 0,0000130540666731082400000
FN : Point ID = 66, Mean = 0,0009546969842278596000000, var = 0,0000129629474704715460000
FN : Point ID = 67, Mean = 0,0009404477755080408000000, var = 0,0000127828712791952190000
FN : Point ID = 68, Mean = 0,0009266176611623343000000, var = 0,0000126077031062401840000
FN : Point ID = 69, Mean = 0,0009131884196962135000000, var = 0,0000124372461991608030000
FN : Point ID = 70, Mean = 0,0009001428708434104000000, var = 0,0000122713141112518660000
FN : Point ID = 71, Mean = 0,0008874648022399822000000, var = 0,0000121097300408797860000
FN : Point ID = 72, Mean = 0,0008751389022088713000000, var = 0,0000119523262204923850000
FN : Point ID = 73, Mean = 0,0008631506980690237000000, var = 0,0000117989433510901350000
FN : Point ID = 74, Mean = 0,0008516216345880231000000, var = 0,0000116493350637162100000
FN : Point ID = 75, Mean = 0,0008402666794601828000000, var = 0,0000115035517866407640000
FN : Point ID = 76, Mean = 0,0008705263289831284000000, var = 0,0000114695522153861140000
FN : Point ID = 77, Mean = 0,0008592207922430878000000, var = 0,0000113303109440457040000
FN : Point ID = 78, Mean = 0,0008483333461947787000000, var = 0,0000111943047794890730000
FN : Point ID = 79, Mean = 0,0008377215316919964000000, var = 0,0000110615136628058070000
FN : Point ID = 80, Mean = 0,0008551250129385153000000, var = 0,0000109893861030539300000
FN : Point ID = 81, Mean = 0,0008445679140133485000000, var = 0,0000108626308566966960000
FN : Point ID = 82, Mean = 0,0008342683053058686000000, var = 0,0000107387523857911520000
FN : Point ID = 83, Mean = 0,0008242168799407376000000, var = 0,0000106176543813797480000
FN : Point ID = 84, Mean = 0,0008144047742271574000000, var = 0,0000104992447597222050000
FN : Point ID = 85, Mean = 0,0008441176599932506000000, var = 0,0000105038182202791200000
FN : Point ID = 86, Mean = 0,0008343023383654220000000, var = 0,0000103898697448964510000
FN : Point ID = 87, Mean = 0,0008600000132158955000000, var = 0,0000103771814952333570000
FN : Point ID = 88, Mean = 0,0009047727404686157000000, var = 0,0000105700225584721790000
FN : Point ID = 89, Mean = 0,0008946067546206537000000, var = 0,0000104603528196681340000
FN : Point ID = 90, Mean = 0,0009156666800069312000000, var = 0,0000104187766639270620000
FN : Point ID = 91, Mean = 0,0009402197940725383000000, var = 0,0000104104921498322200000
FN : Point ID = 92, Mean = 0,0009300000137021846000000, var = 0,0000103068390223518160000
FN : Point ID = 93, Mean = 0,0009445161430130122000000, var = 0,0000102498246594952160000
FN : Point ID = 94, Mean = 0,0009577659715432673000000, var = 0,0000101938544777655470000
FN : Point ID = 95, Mean = 0,0009476842244743909000000, var = 0,0000100961050590763250000
FN : Point ID = 96, Mean = 0,0009379166804743970000000, var = 0,0000100001038900543610000
FN : Point ID = 97, Mean = 0,0009561855811385687000000, var = 0,0000099798327723976110000
FN : Point ID = 98, Mean = 0,0009464285854126650000000, var = 0,0000098872320437713140000
FN : Point ID = 99, Mean = 0,0009614141555996894000000, var = 0,0000098482080032277300000
FN : Point ID = 100, Mean = 0,0009519000140484422000000, var = 0,0000097587862932620260000
