BuildTree = 1,140000
FN : Point ID = 1, Mean = 0,0001200000056996941500000, var = 0,0000002256000214308493500
FN : Point ID = 2, Mean = 0,0000950000045122578700000, var = 0,0000001459750138668827400
FN : Point ID = 3, Mean = 0,0000900000042747706200000, var = 0,0000001219000115798782700
FN : Point ID = 4, Mean = 0,0000750000035623088500000, var = 0,0000000993750094401199800
FN : Point ID = 5, Mean = 0,0016280000265687705000000, var = 0,0001554976195112804800000
FN : Point ID = 6, Mean = 0,0013600000222989668000000, var = 0,0001299437362711537600000
FN : Point ID = 7, Mean = 0,0011685714478205356000000, var = 0,0001116030147703032300000
FN : Point ID = 8, Mean = 0,0010237500169023406000000, var = 0,0000978006881521035700000
FN : Point ID = 9, Mean = 0,0009100000150243028000000, var = 0,0000870374575275094200000
FN : Point ID = 10, Mean = 0,0011700000186683610000000, var = 0,0000793611017935438900000
FN : Point ID = 11, Mean = 0,0010645454715598713000000, var = 0,0000722585627910911700000
FN : Point ID = 12, Mean = 0,0009758333489298820000000, var = 0,0000663235841395534300000
FN : Point ID = 13, Mean = 0,0009007692451660450000000, var = 0,0000612893854110620600000
FN : Point ID = 14, Mean = 0,0008364285847970418000000, var = 0,0000569653885349061540000
FN : Point ID = 15, Mean = 0,0007806666791439057000000, var = 0,0000532112274276254400000
FN : Point ID = 16, Mean = 0,0008950000139884651000000, var = 0,0000503264761333014700000
FN : Point ID = 17, Mean = 0,0009964706041329704000000, var = 0,0000478141062668448450000
FN : Point ID = 18, Mean = 0,0009411111261255832000000, var = 0,0000452098664504878550000
FN : Point ID = 19, Mean = 0,0008915789615926578000000, var = 0,0000428745616310140400000
FN : Point ID = 20, Mean = 0,0008475000135367736000000, var = 0,0000407682446690855900000
FN : Point ID = 21, Mean = 0,0008071428700350225000000, var = 0,0000388594736654745100000
FN : Point ID = 22, Mean = 0,0007709091032368385000000, var = 0,0000371211545564352600000
FN : Point ID = 23, Mean = 0,0007378260987689314000000, var = 0,0000355317004237411200000
FN : Point ID = 24, Mean = 0,0007075000113400165000000, var = 0,0000340727778524326700000
FN : Point ID = 25, Mean = 0,0006796000109054148000000, var = 0,0000327289445789514800000
FN : Point ID = 26, Mean = 0,0007646153966645496000000, var = 0,0000318507486441116100000
FN : Point ID = 27, Mean = 0,0007362963078991958000000, var = 0,0000306919425274229400000
FN : Point ID = 28, Mean = 0,0008464285847730934000000, var = 0,0000301157022110578450000
FN : Point ID = 29, Mean = 0,0008172413921947110000000, var = 0,0000291010827029216500000
FN : Point ID = 30, Mean = 0,0009140000147356963000000, var = 0,0000286052713207124030000
FN : Point ID = 31, Mean = 0,0008845161432926092000000, var = 0,0000277085995932002040000
FN : Point ID = 32, Mean = 0,0008568750138147152000000, var = 0,0000268663908491205280000
FN : Point ID = 33, Mean = 0,0008951515294117571000000, var = 0,0000261999164814452230000
FN : Point ID = 34, Mean = 0,0009723529569215744000000, var = 0,0000257910009359533320000
FN : Point ID = 35, Mean = 0,0009448571581659572000000, var = 0,0000250801026963631600000
