BuildTree = 1,140000
FN : Point ID = 1, Mean = 0,0001200000056996941500000, var = 0,0000002256000214308493500
FN : Point ID = 36, Mean = 0,0009186111259946807000000, var = 0,0000244075430741873500000
FN : Point ID = 37, Mean = 0,0008937837982650946000000, var = 0,0000237700700111378800000
FN : Point ID = 38, Mean = 0,0008705263299021968000000, var = 0,0000231648160431786660000
FN : Point ID = 39, Mean = 0,0009112820662378978000000, var = 0,0000227546937498646630000
FN : Point ID = 40, Mean = 0,0008885000145819504000000, var = 0,0000222060682593443400000
FN : Point ID = 41, Mean = 0,0008668292825189759000000, var = 0,0000216832416635159530000
FN : Point ID = 42, Mean = 0,0008464285853274522000000, var = 0,0000211842734454508380000
FN : Point ID = 43, Mean = 0,0008816279214265389000000, var = 0,0000208578489902337000000
FN : Point ID = 44, Mean = 0,0009352272879385220000000, var = 0,0000206023958733074260000
FN : Point ID = 45, Mean = 0,0009144444593176660000000, var = 0,0000201635695963907280000
FN : Point ID = 46, Mean = 0,0009639130595504590000000, var = 0,0000199630460177603800000
FN : Point ID = 47, Mean = 0,0009434042710493854000000, var = 0,0000195576484364809080000
FN : Point ID = 48, Mean = 0,0009237500154025232000000, var = 0,0000191683530463412700000
FN : Point ID = 49, Mean = 0,0009708163428015779000000, var = 0,0000189687405873568470000
FN : Point ID = 50, Mean = 0,0009516000159550458000000, var = 0,0000186076578692892640000
FN : Point ID = 51, Mean = 0,0009329411921127900000000, var = 0,0000182602094179882900000
FN : Point ID = 52, Mean = 0,0009151923230428321000000, var = 0,0000179253080692178600000
FN : Point ID = 53, Mean = 0,0008979245433627786000000, var = 0,0000176025998726054180000
FN : Point ID = 54, Mean = 0,0009337037193364705000000, var = 0,0000174322718697168700000
FN : Point ID = 55, Mean = 0,0009167272880758075000000, var = 0,0000171308842298791770000
FN : Point ID = 56, Mean = 0,0009003571579315966000000, var = 0,0000168397145467705540000
FN : Point ID = 57, Mean = 0,0008845614183187615000000, var = 0,0000165582532600654100000
FN : Point ID = 58, Mean = 0,0009422413958236575000000, var = 0,0000165833884745048030000
FN : Point ID = 59, Mean = 0,0009262712026741040000000, var = 0,0000163171068235922350000
FN : Point ID = 60, Mean = 0,0009721666836024572000000, var = 0,0000162463923594630280000
FN : Point ID = 61, Mean = 0,0010262295248780827000000, var = 0,0000163222632049825150000
FN : Point ID = 62, Mean = 0,0010096774357671460000000, var = 0,0000160757131661121680000
FN : Point ID = 63, Mean = 0,0009938095399688574000000, var = 0,0000158363112459933730000
FN : Point ID = 64, Mean = 0,0009782812659068440000000, var = 0,0000156040599023765380000
FN : Point ID = 65, Mean = 0,0009632307848928926000000, var = 0,0000153784945289812730000
FN : Point ID = 66, Mean = 0,0009933333491701916000000, var = 0,0000152684407495799740000
FN : Point ID = 67, Mean = 0,0009786567320254867000000, var = 0,0000150549179394170340000
FN : Point ID = 68, Mean = 0,0009642647212604060000000, var = 0,0000148473997956145030000
FN : Point ID = 69, Mean = 0,0009504347977707621000000, var = 0,0000146453697080012140000
FN : Point ID = 70, Mean = 0,0009368571578026084000000, var = 0,0000144488704499335600000
FN : Point ID = 71, Mean = 0,0009236619865659520000000, var = 0,0000142575531104114060000
FN : Point ID = 72, Mean = 0,0009108333478636471000000, var = 0,0000140712162913655680000
FN : Point ID = 73, Mean = 0,0008983561787148299000000, var = 0,0000138896688458141420000
FN : Point ID = 74, Mean = 0,0008863513654953724000000, var = 0,0000137126248364135380000
FN : Point ID = 75, Mean = 0,0008745333472887674000000, var = 0,0000135401250896195510000
FN : Point ID = 76, Mean = 0,0009067105406000720000000, var = 0,0000134985342208095390000
FN : Point ID = 77, Mean = 0,0008949350790338373000000, var = 0,0000133337668552104280000
FN : Point ID = 78, Mean = 0,0008835897575138518000000, var = 0,0000131728592060586400000
FN : Point ID = 79, Mean = 0,0008724050770389930000000, var = 0,0000130158717248469140000
FN : Point ID = 80, Mean = 0,0008917500140232733000000, var = 0,0000129297822281280160000
FN : Point ID = 81, Mean = 0,0008807407545908871000000, var = 0,0000127798515905045250000
FN : Point ID = 82, Mean = 0,0008701219649065468000000, var = 0,0000126332539277993200000
FN : Point ID = 83, Mean = 0,0008596385677389980000000, var = 0,0000124900579816766860000
FN : Point ID = 84, Mean = 0,0008494047752659147000000, var = 0,0000123500594474262220000
FN : Point ID = 85, Mean = 0,0008824706021970248000000, var = 0,0000123606577054120940000
FN : Point ID = 86, Mean = 0,0008722093161249664000000, var = 0,0000122258791167499610000
FN : Point ID = 87, Mean = 0,0009006896694378135000000, var = 0,0000122138158931702590000
FN : Point ID = 88, Mean = 0,0009495454690080474000000, var = 0,0000124376818840735570000
FN : Point ID = 89, Mean = 0,0009388764187944739000000, var = 0,0000123079495690748900000
FN : Point ID = 90, Mean = 0,0009622222367648242000000, var = 0,0000122601286621018120000
FN : Point ID = 91, Mean = 0,0009891208941449545000000, var = 0,0000122454863077514660000
FN : Point ID = 92, Mean = 0,0009783695800781615000000, var = 0,0000121229019543375270000
FN : Point ID = 93, Mean = 0,0009940860365136898000000, var = 0,0000120564168994282530000
FN : Point ID = 94, Mean = 0,0010084042706071062000000, var = 0,0000119893977131260520000
FN : Point ID = 95, Mean = 0,0009977894888112420000000, var = 0,0000118737848443796730000
FN : Point ID = 96, Mean = 0,0009873958483027916000000, var = 0,0000117603622230646700000
FN : Point ID = 97, Mean = 0,0010081443453409240000000, var = 0,0000117431298020694050000
FN : Point ID = 98, Mean = 0,0009978571581435675000000, var = 0,0000116335670903292770000
FN : Point ID = 99, Mean = 0,0010147474903726217000000, var = 0,0000115900857947756440000
FN : Point ID = 100, Mean = 0,0010046000154688955000000, var = 0,0000114843790902665530000
