BuildTree = 1,092000
FN : Point ID = 1, Mean = 0,0001300000061746686800000, var = 0,0000002331000221433136200
FN : Point ID = 2, Mean = 0,0000950000045122578700000, var = 0,0000001459750138668827400
FN : Point ID = 3, Mean = 0,0001000000047497451300000, var = 0,0000001300000123493366300
FN : Point ID = 4, Mean = 0,0000875000041560269900000, var = 0,0000001098437604345968200
FN : Point ID = 5, Mean = 0,0007440000113565475000000, var = 0,0000039584640126467390000
FN : Point ID = 6, Mean = 0,0006200000094637896000000, var = 0,0000033756000128859640000
FN : Point ID = 7, Mean = 0,0005314285795403911000000, var = 0,0000029404408288086270000
FN : Point ID = 8, Mean = 0,0004662500071572140000000, var = 0,0000026038609494105097000
FN : Point ID = 9, Mean = 0,0004144444508064124000000, var = 0,0000023360135914930905000
FN : Point ID = 10, Mean = 0,0007400000116322189000000, var = 0,0000035224000495042514000
FN : Point ID = 11, Mean = 0,0006736363742542876000000, var = 0,0000032471231869314155000
FN : Point ID = 12, Mean = 0,0006175000097330970000000, var = 0,0000030111937936587350000
FN : Point ID = 13, Mean = 0,0005707692397901646000000, var = 0,0000028065302186861834000
FN : Point ID = 14, Mean = 0,0005300000083765813000000, var = 0,0000026276714674850360000
FN : Point ID = 15, Mean = 0,0004946666744848092000000, var = 0,0000024699715924273210000
FN : Point ID = 16, Mean = 0,0006387500106939115000000, var = 0,0000029182484880671660000
FN : Point ID = 17, Mean = 0,0009047058969736100000000, var = 0,0000365697441228912600000
FN : Point ID = 18, Mean = 0,0008550000138347969000000, var = 0,0000345806431435884000000
FN : Point ID = 19, Mean = 0,0008100000131066496000000, var = 0,0000327970592951056900000
FN : Point ID = 20, Mean = 0,0007700000124750659000000, var = 0,0000311881013313572250000
FN : Point ID = 21, Mean = 0,0007333333452143485000000, var = 0,0000297298425386720420000
FN : Point ID = 22, Mean = 0,0007000000113409690000000, var = 0,0000284018193937298640000
FN : Point ID = 23, Mean = 0,0006700000108685344000000, var = 0,0000271871881164065000000
FN : Point ID = 24, Mean = 0,0006420833437490122000000, var = 0,0000260723134385275850000
FN : Point ID = 25, Mean = 0,0006164000099990517000000, var = 0,0000250452521081658800000
FN : Point ID = 26, Mean = 0,0007515384718023527000000, var = 0,0000303390369321955240000
FN : Point ID = 27, Mean = 0,0007237037135874508000000, var = 0,0000292355130155566400000
FN : Point ID = 28, Mean = 0,0008439285841138501000000, var = 0,0000288131425178776770000
FN : Point ID = 29, Mean = 0,0008148275984547519000000, var = 0,0000278432981655864160000
FN : Point ID = 30, Mean = 0,0009203333482534314000000, var = 0,0000274653206743375600000
