BuildTree = 1,107000
FN : Point ID = 1, Mean = 0,0001100000017322599800000, var = 0,0000002978999941427257600
FN : Point ID = 2, Mean = 0,0000950000027660280500000, var = 0,0000001859750005361630600
FN : Point ID = 3, Mean = 0,0000966666700939337400000, var = 0,0000001539888921005876200
FN : Point ID = 4, Mean = 0,0000800000029266811900000, var = 0,0000001236000031499178200
FN : Point ID = 5, Mean = 0,0009320000037550926000000, var = 0,0000055873759022077390000
FN : Point ID = 6, Mean = 0,0007800000032875687000000, var = 0,0000047749332528607090000
FN : Point ID = 7, Mean = 0,0006714285743821944000000, var = 0,0000041663264623368460000
FN : Point ID = 8, Mean = 0,0005875000025844201000000, var = 0,0000036948436906927925000
FN : Point ID = 9, Mean = 0,0005233333356833706000000, var = 0,0000033183443920721436000
FN : Point ID = 10, Mean = 0,0011200000040698798000000, var = 0,0000075455999430135070000
FN : Point ID = 11, Mean = 0,0010181818218817087000000, var = 0,0000069633057340715030000
FN : Point ID = 12, Mean = 0,0009333333367248998000000, var = 0,0000064622221759996406000
FN : Point ID = 13, Mean = 0,0008623076954749055000000, var = 0,0000060264254015747760000
FN : Point ID = 14, Mean = 0,0008007142886552694000000, var = 0,0000056452851652468375000
FN : Point ID = 15, Mean = 0,0007480000027765831000000, var = 0,0000053084959640595550000
FN : Point ID = 16, Mean = 0,0011562500110449036000000, var = 0,0000475518385024288940000
FN : Point ID = 17, Mean = 0,0013035294237574015000000, var = 0,0000529972839007563900000
FN : Point ID = 18, Mean = 0,0012311111224375458000000, var = 0,0000501421453269367460000
FN : Point ID = 19, Mean = 0,0011663158002039908000000, var = 0,0000475786568546716650000
FN : Point ID = 20, Mean = 0,0011085000102175400000000, var = 0,0000452637296578493400000
FN : Point ID = 21, Mean = 0,0010557142954452762000000, var = 0,0000431640405935373800000
FN : Point ID = 22, Mean = 0,0010077272820159455000000, var = 0,0000412503965709916900000
FN : Point ID = 23, Mean = 0,0009639130523630782000000, var = 0,0000394991341757467550000
FN : Point ID = 24, Mean = 0,0009241666752010739000000, var = 0,0000378900842319071460000
FN : Point ID = 25, Mean = 0,0008872000081930310000000, var = 0,0000364072776899020900000
FN : Point ID = 26, Mean = 0,0009607692402250205000000, var = 0,0000353107701148395100000
FN : Point ID = 27, Mean = 0,0009251851942907605000000, var = 0,0000340358856467410660000
FN : Point ID = 28, Mean = 0,0010371428693594811000000, var = 0,0000333971932403735650000
FN : Point ID = 29, Mean = 0,0010013793221401886000000, var = 0,0000322813787639286060000
FN : Point ID = 30, Mean = 0,0010976666807352255000000, var = 0,0000317067958899044200000
FN : Point ID = 31, Mean = 0,0010622580781308633000000, var = 0,0000307216090966351300000
FN : Point ID = 32, Mean = 0,0010290625131892740000000, var = 0,0000297957191238522450000
FN : Point ID = 33, Mean = 0,0010563636504847442000000, var = 0,0000290095516302946600000
FN : Point ID = 34, Mean = 0,0011155882505836951000000, var = 0,0000283981111341032850000
FN : Point ID = 35, Mean = 0,0010840000148663032000000, var = 0,0000276209451530554000000
FN : Point ID = 36, Mean = 0,0010538889033422391000000, var = 0,0000268854304428842250000
FN : Point ID = 37, Mean = 0,0010256756897512320000000, var = 0,0000261877202304267530000
FN : Point ID = 38, Mean = 0,0009986842242314627000000, var = 0,0000255255256488470600000
FN : Point ID = 39, Mean = 0,0010282051424758557000000, var = 0,0000250002311495393370000
FN : Point ID = 40, Mean = 0,0010025000139139593000000, var = 0,0000244009947625387130000
FN : Point ID = 41, Mean = 0,0009780487940623992000000, var = 0,0000238297630349122800000
FN : Point ID = 42, Mean = 0,0009547619180132945000000, var = 0,0000232846211469955120000
FN : Point ID = 43, Mean = 0,0009860465255414330000000, var = 0,0000228798062455286040000
FN : Point ID = 44, Mean = 0,0010418181968006222000000, var = 0,0000225991612609765660000
FN : Point ID = 45, Mean = 0,0010188889035489410000000, var = 0,0000221203107869362640000
FN : Point ID = 46, Mean = 0,0010700000162519840000000, var = 0,0000218990139482620620000
FN : Point ID = 47, Mean = 0,0010472340584593883000000, var = 0,0000214569187676523470000
FN : Point ID = 48, Mean = 0,0010254166822414846000000, var = 0,0000210322715281984800000
FN : Point ID = 49, Mean = 0,0010677551181644810000000, var = 0,0000207668386699111070000
FN : Point ID = 50, Mean = 0,0010466000158106908000000, var = 0,0000203736292759578200000
FN : Point ID = 51, Mean = 0,0010260784468732263000000, var = 0,0000199952030885620600000
FN : Point ID = 52, Mean = 0,0010063461690487411000000, var = 0,0000196305374544409370000
FN : Point ID = 53, Mean = 0,0009875471847360286000000, var = 0,0000192787136419481400000
FN : Point ID = 54, Mean = 0,0010198148303768700000000, var = 0,0000190586822254625270000
FN : Point ID = 55, Mean = 0,0010012727425518360000000, var = 0,0000187307264175772560000
FN : Point ID = 56, Mean = 0,0009833928721491247000000, var = 0,0000184138320972349400000
FN : Point ID = 57, Mean = 0,0009661403656201927000000, var = 0,0000181074507542830760000
FN : Point ID = 58, Mean = 0,0010167241538272657000000, var = 0,0000180392037989784780000
FN : Point ID = 59, Mean = 0,0009994915410505324000000, var = 0,0000177506784327493150000
FN : Point ID = 60, Mean = 0,0010361666826841731000000, var = 0,0000176021926865478040000
FN : Point ID = 61, Mean = 0,0010832787047857877000000, var = 0,0000175861801156869700000
FN : Point ID = 62, Mean = 0,0010658064676118233000000, var = 0,0000173211540726868200000
FN : Point ID = 63, Mean = 0,0010488889046338578000000, var = 0,0000170639597632532770000
FN : Point ID = 64, Mean = 0,0010325000154989540000000, var = 0,0000168142569202341940000
FN : Point ID = 65, Mean = 0,0010167692460370465000000, var = 0,0000165715656071470160000
FN : Point ID = 66, Mean = 0,0010493939552300920000000, var = 0,0000164657427104868440000
FN : Point ID = 67, Mean = 0,0010337313588833742000000, var = 0,0000162361762736017860000
FN : Point ID = 68, Mean = 0,0010185294271350892000000, var = 0,0000160128925902992900000
FN : Point ID = 69, Mean = 0,0010037681310896532000000, var = 0,0000157956386017385800000
FN : Point ID = 70, Mean = 0,0009895714435094434000000, var = 0,0000155840347200328060000
FN : Point ID = 71, Mean = 0,0009756338175445218000000, var = 0,0000153781392925038000000
FN : Point ID = 72, Mean = 0,0009622222367518892000000, var = 0,0000151774623300209780000
FN : Point ID = 73, Mean = 0,0009490411102210414000000, var = 0,0000149820613180973550000
FN : Point ID = 74, Mean = 0,0009363513654947432000000, var = 0,0000147914899761621180000
FN : Point ID = 75, Mean = 0,0009238666806214799000000, var = 0,0000146058042941838560000
FN : Point ID = 76, Mean = 0,0009557894878181335000000, var = 0,0000145496249478760270000
FN : Point ID = 77, Mean = 0,0009433766373269889000000, var = 0,0000143723787728838620000
FN : Point ID = 78, Mean = 0,0009312820650535659000000, var = 0,0000141993809648045800000
FN : Point ID = 79, Mean = 0,0009194936844832677000000, var = 0,0000140304813067376120000
FN : Point ID = 80, Mean = 0,0009377500139235054000000, var = 0,0000139291254819042400000
FN : Point ID = 81, Mean = 0,0009261728532577831000000, var = 0,0000137678834217095140000
FN : Point ID = 82, Mean = 0,0009148780623643955000000, var = 0,0000136103157607802700000
FN : Point ID = 83, Mean = 0,0009038554351069930000000, var = 0,0000134562989143735490000
FN : Point ID = 84, Mean = 0,0008930952513557193000000, var = 0,0000133057147486935910000
FN : Point ID = 85, Mean = 0,0009241176608895116000000, var = 0,0000132877717980186100000
FN : Point ID = 86, Mean = 0,0009133721066931220000000, var = 0,0000131430775130972110000
FN : Point ID = 87, Mean = 0,0009402298992606758000000, var = 0,0000131120602267792670000
FN : Point ID = 88, Mean = 0,0009865909233419436000000, var = 0,0000132945934234982970000
FN : Point ID = 89, Mean = 0,0009755056320684386000000, var = 0,0000131560297333750170000
FN : Point ID = 90, Mean = 0,0009974444587844320000000, var = 0,0000130912161808298720000
FN : Point ID = 91, Mean = 0,0010229670479612240000000, var = 0,0000130628795973385470000
FN : Point ID = 92, Mean = 0,0010118478409181673000000, var = 0,0000129321427212739530000
FN : Point ID = 93, Mean = 0,0010269892624308987000000, var = 0,0000128499172204531050000
FN : Point ID = 94, Mean = 0,0010411702281735997000000, var = 0,0000127792629350720310000
FN : Point ID = 95, Mean = 0,0010302105415612459000000, var = 0,0000126560351625418660000
FN : Point ID = 96, Mean = 0,0010195833484249305000000, var = 0,0000125350336251689900000
FN : Point ID = 97, Mean = 0,0010387629020560687000000, var = 0,0000124960236746863050000
FN : Point ID = 98, Mean = 0,0010281632806065169000000, var = 0,0000123794113705887360000
FN : Point ID = 99, Mean = 0,0010438383994341800000000, var = 0,0000123221190549910720000
FN : Point ID = 100, Mean = 0,0010334000154398380000000, var = 0,0000122096848906237100000
